,NO_1,NO_2,NO_3,DK_1,DK_2,DE_LU
2020-01-01 00:00:00+01:00,0.03182,0.03182,0.02878,0.03342,0.03342,0.04188
2020-01-01 01:00:00+01:00,0.03177,0.03177,0.02845,0.03177,0.03177,0.0386
2020-01-01 02:00:00+01:00,0.03157,0.03157,0.027899999999999998,0.03157,0.03157,0.03655
2020-01-01 03:00:00+01:00,0.03128,0.03128,0.02752,0.03128,0.03128,0.03232
2020-01-01 04:00:00+01:00,0.030719999999999997,0.030719999999999997,0.02754,0.030850000000000002,0.030850000000000002,0.030850000000000002
2020-01-01 05:00:00+01:00,0.03027,0.03027,0.02655,0.03014,0.03014,0.03014
2020-01-01 06:00:00+01:00,0.030170000000000002,0.030170000000000002,0.02583,0.030170000000000002,0.030170000000000002,0.030170000000000002
2020-01-01 07:00:00+01:00,0.03014,0.03014,0.025070000000000002,0.03,0.03,0.03
2020-01-01 08:00:00+01:00,0.03049,0.03049,0.02565,0.030629999999999998,0.030629999999999998,0.03065
2020-01-01 09:00:00+01:00,0.03059,0.03059,0.02615,0.03059,0.03059,0.03065
2020-01-01 10:00:00+01:00,0.03027,0.03027,0.02677,0.03027,0.03027,0.03027
2020-01-01 11:00:00+01:00,0.03034,0.03034,0.027399999999999997,0.03034,0.03034,0.03034
2020-01-01 12:00:00+01:00,0.03059,0.03059,0.028079999999999997,0.03059,0.03059,0.030989999999999997
2020-01-01 13:00:00+01:00,0.030379999999999997,0.030379999999999997,0.02869,0.03004,0.03004,0.03004
2020-01-01 14:00:00+01:00,0.030600000000000002,0.030600000000000002,0.02937,0.030600000000000002,0.030600000000000002,0.03075
2020-01-01 15:00:00+01:00,0.03109,0.03109,0.02997,0.03109,0.03109,0.03211
2020-01-01 16:00:00+01:00,0.03153,0.03153,0.03046,0.03153,0.03153,0.03598
2020-01-01 17:00:00+01:00,0.03178,0.03178,0.03039,0.03178,0.03178,0.0404
2020-01-01 18:00:00+01:00,0.03164,0.03164,0.03006,0.03164,0.03164,0.04405
2020-01-01 19:00:00+01:00,0.03144,0.03144,0.02938,0.03144,0.03144,0.04315
2020-01-01 20:00:00+01:00,0.03135,0.03135,0.027649999999999997,0.03135,0.03135,0.04345
2020-01-01 21:00:00+01:00,0.03107,0.03107,0.027329999999999997,0.03107,0.03107,0.04068
2020-01-01 22:00:00+01:00,0.03096,0.03096,0.02588,0.03096,0.03096,0.04027
2020-01-01 23:00:00+01:00,0.03061,0.03061,0.02481,0.03061,0.03061,0.03485
2020-01-02 00:00:00+01:00,0.030780000000000002,0.030780000000000002,0.01207,0.030780000000000002,0.030780000000000002,0.0354
2020-01-02 01:00:00+01:00,0.03064,0.03064,0.013130000000000001,0.03064,0.03064,0.03198
2020-01-02 02:00:00+01:00,0.03043,0.03043,0.01907,0.03043,0.03043,0.0305
2020-01-02 03:00:00+01:00,0.02984,0.02984,0.02112,0.02879,0.02879,0.02879
2020-01-02 04:00:00+01:00,0.0299,0.0299,0.02429,0.02842,0.02842,0.02842
2020-01-02 05:00:00+01:00,0.030440000000000002,0.030440000000000002,0.026269999999999998,0.02875,0.02875,0.02875
2020-01-02 06:00:00+01:00,0.03168,0.03168,0.027739999999999997,0.03338,0.034159999999999996,0.034159999999999996
2020-01-02 07:00:00+01:00,0.03179,0.03179,0.028390000000000002,0.03179,0.04207,0.04207
2020-01-02 08:00:00+01:00,0.03183,0.03183,0.02937,0.03183,0.04489,0.04489
2020-01-02 09:00:00+01:00,0.03174,0.03174,0.02995,0.03174,0.045259999999999995,0.045259999999999995
2020-01-02 10:00:00+01:00,0.03163,0.03163,0.02991,0.03163,0.04557,0.04557
2020-01-02 11:00:00+01:00,0.03132,0.03132,0.02996,0.03132,0.045090000000000005,0.045090000000000005
2020-01-02 12:00:00+01:00,0.03107,0.03107,0.02994,0.03107,0.04516,0.04516
2020-01-02 13:00:00+01:00,0.031059999999999997,0.031059999999999997,0.02994,0.031059999999999997,0.044899999999999995,0.044899999999999995
2020-01-02 14:00:00+01:00,0.03107,0.03107,0.03018,0.03107,0.04406,0.04406
2020-01-02 15:00:00+01:00,0.03126,0.03126,0.03096,0.03126,0.044840000000000005,0.044840000000000005
2020-01-02 16:00:00+01:00,0.03141,0.03141,0.0312,0.03141,0.0444,0.0444
2020-01-02 17:00:00+01:00,0.0314,0.0314,0.03098,0.0314,0.046049999999999994,0.046049999999999994
2020-01-02 18:00:00+01:00,0.031100000000000003,0.031100000000000003,0.030350000000000002,0.031100000000000003,0.04672,0.04672
2020-01-02 19:00:00+01:00,0.03075,0.03075,0.02927,0.03075,0.045259999999999995,0.045259999999999995
2020-01-02 20:00:00+01:00,0.03047,0.03047,0.02817,0.03047,0.03932,0.03932
2020-01-02 21:00:00+01:00,0.030100000000000002,0.030100000000000002,0.02802,0.030100000000000002,0.030100000000000002,0.03406
2020-01-02 22:00:00+01:00,0.02971,0.02971,0.027690000000000003,0.02971,0.02971,0.03222
2020-01-02 23:00:00+01:00,0.02832,0.02832,0.024390000000000002,0.02499,0.02499,0.02499
2020-01-03 00:00:00+01:00,0.02835,0.02835,0.01893,0.01893,0.01893,0.02147
2020-01-03 01:00:00+01:00,0.02825,0.02825,0.009980000000000001,0.009980000000000001,0.009980000000000001,0.01304
2020-01-03 02:00:00+01:00,0.028239999999999998,0.028239999999999998,0.0015300000000000001,0.0015300000000000001,0.0015300000000000001,0.0015300000000000001
2020-01-03 03:00:00+01:00,0.027719999999999998,0.027719999999999998,0.0010400000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
2020-01-03 04:00:00+01:00,0.027710000000000002,0.027710000000000002,0.00106,0.00085,0.00085,0.00085
2020-01-03 05:00:00+01:00,0.02809,0.02809,0.00992,0.00992,0.00992,0.00992
2020-01-03 06:00:00+01:00,0.02878,0.02878,0.024480000000000002,0.024480000000000002,0.024480000000000002,0.024480000000000002
2020-01-03 07:00:00+01:00,0.028820000000000002,0.028820000000000002,0.02668,0.02668,0.02668,0.02668
2020-01-03 08:00:00+01:00,0.02926,0.02926,0.028120000000000003,0.02881,0.02881,0.02881
2020-01-03 09:00:00+01:00,0.02966,0.02966,0.028579999999999998,0.02928,0.02928,0.02928
2020-01-03 10:00:00+01:00,0.029920000000000002,0.029920000000000002,0.02816,0.02885,0.02885,0.02885
2020-01-03 11:00:00+01:00,0.030359999999999998,0.030359999999999998,0.02878,0.0318,0.0318,0.0318
2020-01-03 12:00:00+01:00,0.03039,0.03039,0.02831,0.03039,0.037939999999999995,0.037939999999999995
2020-01-03 13:00:00+01:00,0.03024,0.03024,0.02844,0.03024,0.037899999999999996,0.037899999999999996
2020-01-03 14:00:00+01:00,0.03019,0.03019,0.02896,0.03019,0.03811,0.03811
2020-01-03 15:00:00+01:00,0.0304,0.0304,0.02986,0.0304,0.03791,0.03791
2020-01-03 16:00:00+01:00,0.03048,0.03048,0.03015,0.03048,0.038439999999999995,0.038439999999999995
2020-01-03 17:00:00+01:00,0.030440000000000002,0.030440000000000002,0.03007,0.030440000000000002,0.04047,0.04047
2020-01-03 18:00:00+01:00,0.03016,0.03016,0.02954,0.03016,0.041350000000000005,0.041350000000000005
2020-01-03 19:00:00+01:00,0.02975,0.02975,0.02911,0.02983,0.03337,0.03337
2020-01-03 20:00:00+01:00,0.02898,0.02898,0.02791,0.02889,0.02889,0.02889
2020-01-03 21:00:00+01:00,0.02826,0.02826,0.027030000000000002,0.0277,0.0277,0.0277
2020-01-03 22:00:00+01:00,0.02817,0.02817,0.0257,0.0257,0.0257,0.0257
2020-01-03 23:00:00+01:00,0.02836,0.02836,0.02204,0.02204,0.02204,0.02204
2020-01-04 00:00:00+01:00,0.02867,0.02867,0.02173,0.02173,0.02173,0.0229
2020-01-04 01:00:00+01:00,0.02866,0.02866,0.02044,0.01595,0.01595,0.01595
2020-01-04 02:00:00+01:00,0.02861,0.02861,0.02016,0.01623,0.01623,0.01663
2020-01-04 03:00:00+01:00,0.02794,0.02794,0.019620000000000002,0.00645,0.00645,0.00645
2020-01-04 04:00:00+01:00,0.02757,0.02757,0.019030000000000002,0.00383,0.00383,0.00383
2020-01-04 05:00:00+01:00,0.027469999999999998,0.027469999999999998,0.0189,0.00011999999999999999,0.00011999999999999999,0.00011999999999999999
2020-01-04 06:00:00+01:00,0.02776,0.02776,0.019739999999999997,7.000000000000001e-05,7.000000000000001e-05,7.000000000000001e-05
2020-01-04 07:00:00+01:00,0.02809,0.02809,0.02155,0.01907,0.01907,0.01907
2020-01-04 08:00:00+01:00,0.02857,0.02857,0.02234,0.01749,0.01749,0.01749
2020-01-04 09:00:00+01:00,0.02871,0.02871,0.02418,0.02398,0.02398,0.02398
2020-01-04 10:00:00+01:00,0.028820000000000002,0.028820000000000002,0.02494,0.0088,0.0088,0.0088
2020-01-04 11:00:00+01:00,0.02884,0.02884,0.02511,0.01795,0.01795,0.01795
2020-01-04 12:00:00+01:00,0.02879,0.02879,0.02494,0.0195,0.0195,0.0195
2020-01-04 13:00:00+01:00,0.02876,0.02876,0.02495,0.01374,0.01374,0.01374
2020-01-04 14:00:00+01:00,0.02879,0.02879,0.02525,0.01742,0.01742,0.01742
2020-01-04 15:00:00+01:00,0.0289,0.0289,0.02633,0.02038,0.02038,0.02038
2020-01-04 16:00:00+01:00,0.02901,0.02901,0.02736,0.025079999999999998,0.025079999999999998,0.025079999999999998
2020-01-04 17:00:00+01:00,0.02906,0.02906,0.02888,0.02888,0.02888,0.02888
2020-01-04 18:00:00+01:00,0.02958,0.02958,0.02958,0.03202,0.03202,0.03202
2020-01-04 19:00:00+01:00,0.02958,0.02958,0.02942,0.03535,0.03535,0.03535
2020-01-04 20:00:00+01:00,0.02996,0.02996,0.027710000000000002,0.02998,0.02998,0.02998
2020-01-04 21:00:00+01:00,0.03005,0.03005,0.027399999999999997,0.03005,0.03446,0.03446
2020-01-04 22:00:00+01:00,0.03009,0.03009,0.027370000000000002,0.03009,0.03009,0.03975
2020-01-04 23:00:00+01:00,0.03083,0.03083,0.02577,0.037950000000000005,0.037950000000000005,0.037950000000000005
2020-01-05 00:00:00+01:00,0.03204,0.03204,0.02665,0.033100000000000004,0.033100000000000004,0.033100000000000004
2020-01-05 01:00:00+01:00,0.03125,0.03125,0.027129999999999998,0.03228,0.03228,0.03228
2020-01-05 02:00:00+01:00,0.03096,0.03096,0.02711,0.03118,0.03118,0.03118
2020-01-05 03:00:00+01:00,0.03024,0.03024,0.027420000000000003,0.030100000000000002,0.030100000000000002,0.030100000000000002
2020-01-05 04:00:00+01:00,0.02996,0.02996,0.028059999999999998,0.02996,0.02996,0.02996
2020-01-05 05:00:00+01:00,0.02989,0.02989,0.02885,0.02988,0.02988,0.02988
2020-01-05 06:00:00+01:00,0.030379999999999997,0.030379999999999997,0.02926,0.030379999999999997,0.030379999999999997,0.030379999999999997
2020-01-05 07:00:00+01:00,0.03034,0.03034,0.02998,0.031149999999999997,0.031149999999999997,0.031149999999999997
2020-01-05 08:00:00+01:00,0.031059999999999997,0.031059999999999997,0.031059999999999997,0.03209,0.03209,0.03209
2020-01-05 09:00:00+01:00,0.03118,0.03118,0.03118,0.03118,0.03427,0.03427
2020-01-05 10:00:00+01:00,0.0316,0.0316,0.0316,0.0316,0.03753,0.03753
2020-01-05 11:00:00+01:00,0.03155,0.03155,0.03155,0.03155,0.038990000000000004,0.038990000000000004
2020-01-05 12:00:00+01:00,0.031219999999999998,0.031219999999999998,0.031219999999999998,0.031219999999999998,0.038149999999999996,0.038149999999999996
2020-01-05 13:00:00+01:00,0.03093,0.03093,0.03093,0.03093,0.03537,0.03537
2020-01-05 14:00:00+01:00,0.030670000000000003,0.030670000000000003,0.030670000000000003,0.030670000000000003,0.03444,0.03444
2020-01-05 15:00:00+01:00,0.030789999999999998,0.030789999999999998,0.030789999999999998,0.030789999999999998,0.0361,0.0361
2020-01-05 16:00:00+01:00,0.03116,0.03116,0.03116,0.03116,0.04059,0.04059
2020-01-05 17:00:00+01:00,0.03153,0.03153,0.03153,0.03153,0.03153,0.04468
2020-01-05 18:00:00+01:00,0.031100000000000003,0.031100000000000003,0.031100000000000003,0.031100000000000003,0.031100000000000003,0.04616
2020-01-05 19:00:00+01:00,0.030420000000000003,0.030420000000000003,0.030420000000000003,0.030420000000000003,0.030420000000000003,0.04462
2020-01-05 20:00:00+01:00,0.02987,0.02987,0.02987,0.02987,0.02987,0.0395
2020-01-05 21:00:00+01:00,0.02961,0.02961,0.02924,0.02961,0.02961,0.03576
2020-01-05 22:00:00+01:00,0.02946,0.02946,0.02816,0.02946,0.02946,0.03649
2020-01-05 23:00:00+01:00,0.02952,0.02952,0.02668,0.02668,0.02668,0.03049
2020-01-06 00:00:00+01:00,0.02916,0.02916,0.026420000000000003,0.02916,0.026420000000000003,0.02916
2020-01-06 01:00:00+01:00,0.02907,0.02907,0.0265,0.029,0.0265,0.029
2020-01-06 02:00:00+01:00,0.029079999999999998,0.029079999999999998,0.027010000000000003,0.029079999999999998,0.029079999999999998,0.029079999999999998
2020-01-06 03:00:00+01:00,0.02866,0.02866,0.027059999999999997,0.027719999999999998,0.027719999999999998,0.027719999999999998
2020-01-06 04:00:00+01:00,0.029079999999999998,0.029079999999999998,0.027030000000000002,0.027030000000000002,0.027030000000000002,0.027030000000000002
2020-01-06 05:00:00+01:00,0.02965,0.02965,0.027620000000000002,0.027620000000000002,0.027620000000000002,0.02898
2020-01-06 06:00:00+01:00,0.03071,0.03071,0.02816,0.03318,0.03318,0.03318
2020-01-06 07:00:00+01:00,0.030920000000000003,0.030920000000000003,0.029079999999999998,0.034210000000000004,0.034210000000000004,0.04313
2020-01-06 08:00:00+01:00,0.030899999999999997,0.030899999999999997,0.02973,0.03575,0.03575,0.044520000000000004
2020-01-06 09:00:00+01:00,0.030879999999999998,0.030879999999999998,0.03052,0.03252,0.03252,0.04496
2020-01-06 10:00:00+01:00,0.031120000000000002,0.031120000000000002,0.031120000000000002,0.03201,0.03201,0.044
2020-01-06 11:00:00+01:00,0.03123,0.03123,0.03123,0.03123,0.03123,0.04246
2020-01-06 12:00:00+01:00,0.031190000000000002,0.031190000000000002,0.031190000000000002,0.031190000000000002,0.031190000000000002,0.041299999999999996
2020-01-06 13:00:00+01:00,0.03108,0.03108,0.03108,0.03108,0.03108,0.04051
2020-01-06 14:00:00+01:00,0.03121,0.03121,0.03121,0.03121,0.03121,0.04122
2020-01-06 15:00:00+01:00,0.0313,0.0313,0.0313,0.0313,0.0313,0.04328
2020-01-06 16:00:00+01:00,0.031760000000000004,0.031760000000000004,0.031760000000000004,0.03358,0.03358,0.04368
2020-01-06 17:00:00+01:00,0.03174,0.03174,0.03174,0.03405,0.03405,0.0479
2020-01-06 18:00:00+01:00,0.03131,0.03131,0.03131,0.03131,0.03131,0.048909999999999995
2020-01-06 19:00:00+01:00,0.03095,0.03095,0.03095,0.03095,0.03095,0.04504
2020-01-06 20:00:00+01:00,0.03058,0.03058,0.03058,0.03058,0.03058,0.04028
2020-01-06 21:00:00+01:00,0.03028,0.03028,0.03028,0.03028,0.03028,0.03389
2020-01-06 22:00:00+01:00,0.02946,0.02946,0.02946,0.02946,0.02946,0.03358
2020-01-06 23:00:00+01:00,0.02907,0.02907,0.02819,0.02907,0.02907,0.032409999999999994
2020-01-07 00:00:00+01:00,0.02828,0.02828,0.02716,0.02828,0.02828,0.03075
2020-01-07 01:00:00+01:00,0.02834,0.02834,0.02708,0.02834,0.02834,0.031030000000000002
2020-01-07 02:00:00+01:00,0.02847,0.02847,0.02702,0.02847,0.02847,0.02988
2020-01-07 03:00:00+01:00,0.02811,0.02811,0.02698,0.02811,0.02811,0.029
2020-01-07 04:00:00+01:00,0.0287,0.0287,0.02718,0.0287,0.0287,0.02965
2020-01-07 05:00:00+01:00,0.02946,0.02946,0.02813,0.0288,0.0288,0.03178
2020-01-07 06:00:00+01:00,0.02996,0.02996,0.028210000000000002,0.03062,0.03062,0.04087
2020-01-07 07:00:00+01:00,0.03096,0.03096,0.02955,0.0376,0.0376,0.04901
2020-01-07 08:00:00+01:00,0.031149999999999997,0.031149999999999997,0.02978,0.046990000000000004,0.046990000000000004,0.05109
2020-01-07 09:00:00+01:00,0.03095,0.03095,0.02983,0.04707,0.04707,0.05112
2020-01-07 10:00:00+01:00,0.030699999999999998,0.030699999999999998,0.029920000000000002,0.047060000000000005,0.047060000000000005,0.04983
2020-01-07 11:00:00+01:00,0.03057,0.03057,0.02996,0.046979999999999994,0.046979999999999994,0.049159999999999995
2020-01-07 12:00:00+01:00,0.03048,0.03048,0.03015,0.04203,0.04203,0.04843
2020-01-07 13:00:00+01:00,0.03049,0.03049,0.030359999999999998,0.04237,0.04237,0.047990000000000005
2020-01-07 14:00:00+01:00,0.0305,0.0305,0.03033,0.033049999999999996,0.033049999999999996,0.047409999999999994
2020-01-07 15:00:00+01:00,0.03084,0.03084,0.02997,0.03084,0.033049999999999996,0.045869999999999994
2020-01-07 16:00:00+01:00,0.03071,0.03071,0.0299,0.03071,0.037,0.045899999999999996
2020-01-07 17:00:00+01:00,0.030539999999999998,0.030539999999999998,0.02975,0.030539999999999998,0.03304,0.04796
2020-01-07 18:00:00+01:00,0.03018,0.03018,0.0298,0.03018,0.03018,0.04811
2020-01-07 19:00:00+01:00,0.02946,0.02946,0.02946,0.02946,0.02946,0.04363
2020-01-07 20:00:00+01:00,0.02863,0.02863,0.02863,0.02863,0.02863,0.033600000000000005
2020-01-07 21:00:00+01:00,0.02798,0.02798,0.02798,0.02798,0.02798,0.03293
2020-01-07 22:00:00+01:00,0.02741,0.02741,0.02693,0.02693,0.02693,0.03129
2020-01-07 23:00:00+01:00,0.02761,0.02761,0.024210000000000002,0.024210000000000002,0.024210000000000002,0.02628
2020-01-08 00:00:00+01:00,0.024460000000000003,0.024460000000000003,0.019289999999999998,0.018949999999999998,0.018949999999999998,0.018949999999999998
2020-01-08 01:00:00+01:00,0.024820000000000002,0.024820000000000002,0.01863,0.00496,0.00496,0.00496
2020-01-08 02:00:00+01:00,0.0225,0.0225,0.01692,0.0001,0.0001,0.0001
2020-01-08 03:00:00+01:00,0.02042,0.02042,0.015519999999999999,0.00011,0.00011,0.00011
2020-01-08 04:00:00+01:00,0.02001,0.02001,0.015519999999999999,0.00175,0.00175,0.00175
2020-01-08 05:00:00+01:00,0.023,0.023,0.020739999999999998,0.020739999999999998,0.020739999999999998,0.020739999999999998
2020-01-08 06:00:00+01:00,0.026199999999999998,0.026199999999999998,0.02557,0.02557,0.02557,0.02557
2020-01-08 07:00:00+01:00,0.02699,0.02699,0.02699,0.02699,0.02699,0.03247
2020-01-08 08:00:00+01:00,0.02734,0.02734,0.02734,0.02734,0.02734,0.03307
2020-01-08 09:00:00+01:00,0.02792,0.02792,0.027239999999999997,0.02792,0.02792,0.033049999999999996
2020-01-08 10:00:00+01:00,0.028030000000000003,0.028030000000000003,0.02725,0.028030000000000003,0.028030000000000003,0.03418
2020-01-08 11:00:00+01:00,0.02802,0.02802,0.02727,0.02802,0.02802,0.039630000000000006
2020-01-08 12:00:00+01:00,0.028,0.028,0.02729,0.028,0.028,0.041350000000000005
2020-01-08 13:00:00+01:00,0.02798,0.02798,0.027379999999999998,0.02798,0.02798,0.044829999999999995
2020-01-08 14:00:00+01:00,0.028059999999999998,0.028059999999999998,0.027649999999999997,0.028059999999999998,0.028059999999999998,0.04604
2020-01-08 15:00:00+01:00,0.02844,0.02844,0.02785,0.02844,0.02844,0.046329999999999996
2020-01-08 16:00:00+01:00,0.02888,0.02888,0.02782,0.02888,0.02888,0.0479
2020-01-08 17:00:00+01:00,0.02902,0.02902,0.027620000000000002,0.03907,0.03907,0.05121
2020-01-08 18:00:00+01:00,0.02895,0.02895,0.02763,0.04294,0.04671,0.055920000000000004
2020-01-08 19:00:00+01:00,0.02872,0.02872,0.02764,0.03612,0.03612,0.053689999999999995
2020-01-08 20:00:00+01:00,0.0286,0.0286,0.027329999999999997,0.02903,0.02903,0.048100000000000004
2020-01-08 21:00:00+01:00,0.02851,0.02851,0.027059999999999997,0.02975,0.02975,0.04492
2020-01-08 22:00:00+01:00,0.02817,0.02817,0.026269999999999998,0.02988,0.02988,0.04167
2020-01-08 23:00:00+01:00,0.02793,0.02793,0.02429,0.02793,0.02793,0.039409999999999994
2020-01-09 00:00:00+01:00,0.02521,0.02521,0.02142,0.02521,0.02521,0.03408
2020-01-09 01:00:00+01:00,0.02534,0.02534,0.02056,0.02534,0.02534,0.0322
2020-01-09 02:00:00+01:00,0.02565,0.02565,0.01998,0.027739999999999997,0.027739999999999997,0.032560000000000006
2020-01-09 03:00:00+01:00,0.02572,0.02572,0.021079999999999998,0.03211,0.03211,0.032350000000000004
2020-01-09 04:00:00+01:00,0.025929999999999998,0.025929999999999998,0.023329999999999997,0.029,0.029,0.029
2020-01-09 05:00:00+01:00,0.02624,0.02624,0.02489,0.0281,0.0281,0.03086
2020-01-09 06:00:00+01:00,0.026600000000000002,0.026600000000000002,0.02587,0.03617,0.03617,0.038950000000000005
2020-01-09 07:00:00+01:00,0.0277,0.0277,0.02614,0.0465,0.0465,0.04686
2020-01-09 08:00:00+01:00,0.02825,0.02825,0.026359999999999998,0.047850000000000004,0.047850000000000004,0.047920000000000004
2020-01-09 09:00:00+01:00,0.02831,0.02831,0.026539999999999998,0.04568,0.04568,0.04568
2020-01-09 10:00:00+01:00,0.028399999999999998,0.028399999999999998,0.02664,0.043609999999999996,0.043609999999999996,0.043609999999999996
2020-01-09 11:00:00+01:00,0.02837,0.02837,0.02671,0.04,0.04,0.04
2020-01-09 12:00:00+01:00,0.02829,0.02829,0.0269,0.03617,0.03617,0.03706
2020-01-09 13:00:00+01:00,0.02837,0.02837,0.02696,0.03264,0.03264,0.03345
2020-01-09 14:00:00+01:00,0.0285,0.0285,0.027129999999999998,0.03143,0.03143,0.0322
2020-01-09 15:00:00+01:00,0.02876,0.02876,0.02727,0.031100000000000003,0.031100000000000003,0.03186
2020-01-09 16:00:00+01:00,0.02898,0.02898,0.027350000000000003,0.03259,0.03259,0.03259
2020-01-09 17:00:00+01:00,0.02891,0.02891,0.027329999999999997,0.04285,0.04285,0.04285
2020-01-09 18:00:00+01:00,0.02871,0.02871,0.027350000000000003,0.04072,0.04072,0.041729999999999996
2020-01-09 19:00:00+01:00,0.028329999999999998,0.028329999999999998,0.027379999999999998,0.028329999999999998,0.028329999999999998,0.040310000000000006
2020-01-09 20:00:00+01:00,0.02764,0.02764,0.027370000000000002,0.02764,0.02764,0.03296
2020-01-09 21:00:00+01:00,0.02755,0.02755,0.02755,0.02755,0.02755,0.030719999999999997
2020-01-09 22:00:00+01:00,0.0269,0.0269,0.0269,0.0269,0.0269,0.03102
2020-01-09 23:00:00+01:00,0.02641,0.02641,0.02641,0.02641,0.02641,0.02914
2020-01-10 00:00:00+01:00,0.02607,0.02607,0.02607,0.02607,0.02607,0.026940000000000002
2020-01-10 01:00:00+01:00,0.026010000000000002,0.026010000000000002,0.02595,0.026010000000000002,0.026010000000000002,0.02659
2020-01-10 02:00:00+01:00,0.02581,0.02581,0.02581,0.02581,0.02581,0.02581
2020-01-10 03:00:00+01:00,0.02589,0.02589,0.02589,0.02589,0.02589,0.02589
2020-01-10 04:00:00+01:00,0.026199999999999998,0.026199999999999998,0.026199999999999998,0.026199999999999998,0.026199999999999998,0.026199999999999998
2020-01-10 05:00:00+01:00,0.026949999999999998,0.026949999999999998,0.026949999999999998,0.026949999999999998,0.026949999999999998,0.026949999999999998
2020-01-10 06:00:00+01:00,0.02825,0.02825,0.02646,0.02895,0.02895,0.02895
2020-01-10 07:00:00+01:00,0.02949,0.02949,0.026269999999999998,0.04329,0.04329,0.04329
2020-01-10 08:00:00+01:00,0.02987,0.02987,0.026420000000000003,0.0474,0.0474,0.0474
2020-01-10 09:00:00+01:00,0.02979,0.02979,0.026449999999999998,0.04063,0.04063,0.04063
2020-01-10 10:00:00+01:00,0.029679999999999998,0.029679999999999998,0.02644,0.03626,0.03626,0.03626
2020-01-10 11:00:00+01:00,0.02947,0.02947,0.026449999999999998,0.032049999999999995,0.032049999999999995,0.032049999999999995
2020-01-10 12:00:00+01:00,0.028640000000000002,0.028640000000000002,0.02646,0.028640000000000002,0.028640000000000002,0.028640000000000002
2020-01-10 13:00:00+01:00,0.02845,0.02845,0.026449999999999998,0.02845,0.02845,0.02845
2020-01-10 14:00:00+01:00,0.02823,0.02823,0.02643,0.02823,0.02823,0.02823
2020-01-10 15:00:00+01:00,0.02885,0.02885,0.026420000000000003,0.02885,0.02885,0.02956
2020-01-10 16:00:00+01:00,0.03009,0.03009,0.02629,0.03555,0.03555,0.03643
2020-01-10 17:00:00+01:00,0.02989,0.02989,0.02614,0.04392,0.04392,0.045
2020-01-10 18:00:00+01:00,0.02949,0.02949,0.02657,0.04561,0.04561,0.046729999999999994
2020-01-10 19:00:00+01:00,0.0291,0.0291,0.0265,0.030010000000000002,0.030010000000000002,0.045939999999999995
2020-01-10 20:00:00+01:00,0.027600000000000003,0.027600000000000003,0.02646,0.027600000000000003,0.027600000000000003,0.045020000000000004
2020-01-10 21:00:00+01:00,0.02705,0.02705,0.02665,0.03558,0.03558,0.04129
2020-01-10 22:00:00+01:00,0.026420000000000003,0.026420000000000003,0.026420000000000003,0.036340000000000004,0.036340000000000004,0.0399
2020-01-10 23:00:00+01:00,0.02607,0.02607,0.02588,0.02607,0.02607,0.03304
2020-01-11 00:00:00+01:00,0.02653,0.02653,0.02653,0.03501,0.03501,0.03501
2020-01-11 01:00:00+01:00,0.0263,0.0263,0.026019999999999998,0.034,0.034,0.034
2020-01-11 02:00:00+01:00,0.02615,0.02615,0.02582,0.02615,0.02615,0.03143
2020-01-11 03:00:00+01:00,0.02575,0.02575,0.02561,0.02575,0.02575,0.02914
2020-01-11 04:00:00+01:00,0.02541,0.02541,0.02541,0.02541,0.02541,0.02886
2020-01-11 05:00:00+01:00,0.02532,0.02532,0.02532,0.02532,0.02532,0.02843
2020-01-11 06:00:00+01:00,0.02546,0.02546,0.02525,0.02546,0.02546,0.02922
2020-01-11 07:00:00+01:00,0.02541,0.02541,0.02541,0.02541,0.02541,0.031219999999999998
2020-01-11 08:00:00+01:00,0.025670000000000002,0.025670000000000002,0.025670000000000002,0.025670000000000002,0.025670000000000002,0.035679999999999996
2020-01-11 09:00:00+01:00,0.025929999999999998,0.025929999999999998,0.02586,0.025929999999999998,0.025929999999999998,0.04
2020-01-11 10:00:00+01:00,0.02585,0.02585,0.02585,0.02585,0.02585,0.038009999999999995
2020-01-11 11:00:00+01:00,0.02554,0.02554,0.02554,0.02554,0.02554,0.037899999999999996
2020-01-11 12:00:00+01:00,0.02519,0.02519,0.02519,0.02519,0.02519,0.03608
2020-01-11 13:00:00+01:00,0.02501,0.02501,0.02501,0.02501,0.02501,0.03296
2020-01-11 14:00:00+01:00,0.02487,0.02487,0.02487,0.02487,0.02487,0.031100000000000003
2020-01-11 15:00:00+01:00,0.02517,0.02517,0.02517,0.02517,0.02517,0.03225
2020-01-11 16:00:00+01:00,0.02555,0.02555,0.02555,0.02555,0.02555,0.032549999999999996
2020-01-11 17:00:00+01:00,0.02565,0.02565,0.02565,0.02565,0.02565,0.04056
2020-01-11 18:00:00+01:00,0.02542,0.02542,0.02542,0.02542,0.02542,0.03446
2020-01-11 19:00:00+01:00,0.02478,0.02478,0.02478,0.02478,0.02478,0.030010000000000002
2020-01-11 20:00:00+01:00,0.02411,0.02411,0.02411,0.02411,0.02411,0.02574
2020-01-11 21:00:00+01:00,0.0238,0.0238,0.02316,0.02316,0.02316,0.02373
2020-01-11 22:00:00+01:00,0.023469999999999998,0.023469999999999998,0.02133,0.02133,0.02133,0.02524
2020-01-11 23:00:00+01:00,0.023379999999999998,0.023379999999999998,0.019309999999999997,0.019309999999999997,0.019309999999999997,0.02096
